HOLEID FROM TO SAMPLETYPE Au
DDH0855 544.22 545.41 Diamond 0.019
DDH0855 545.41 546.81 Diamond 0.005
DDH0855 546.81 548.43 Diamond 0.003
DDH0855 548.43 550.87 Diamond 0.003
DDH0855 550.87 551.75 Diamond 0.003
DDH0855 551.75 553.58 Diamond 0.003
DDH0855 553.58 556.02 Diamond 0.003
DDH0855 556.02 558.33 Diamond 0.003
DDH0855 558.33 559.67 Diamond 0.005
DDH0855 559.67 562.72 Diamond 0.003
DDH0855 562.72 565.07 Diamond 0.012
DDH0855 565.07 567.6 Diamond 0.009
DDH0855 567.6 568.82 Diamond 0.003
DDH0855 568.82 571.87 Diamond 0.003
DDH0855 571.87 574.91 Diamond 0.003
DDH0855 574.91 577.6 Diamond 0.003
DDH0855 577.6 579.39 Diamond 0.003
DDH0855 579.39 581.01 Diamond 0.003
DDH0856 0.61 3.66 Diamond 0.005
DDH0856 3.66 6.71 Diamond 0.005
DDH0856 6.71 9.75 Diamond 0.003
DDH0856 9.75 12.8 Diamond 0.003
DDH0856 12.8 15.85 Diamond 0.056
DDH0856 15.85 18.9 Diamond 0.007
DDH0856 18.9 21.95 Diamond 0.09
DDH0856 21.95 24.99 Diamond 0.035
DDH0856 24.99 28.04 Diamond 0.037
DDH0856 28.04 31.09 Diamond 0.007
DDH0856 31.09 33.22 Diamond 0.003
DDH0856 33.22 35.91 Diamond 0.003
DDH0856 35.91 38.95 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0856 38.95 42 Diamond 0.011
DDH0856 42 45.05 Diamond 0.003
DDH0856 45.05 48.1 Diamond 0.003
DDH0856 48.1 51.15 Diamond 0.042
DDH0856 51.15 54.19 Diamond 0.003
DDH0856 54.19 57.24 Diamond 0.003
DDH0856 57.24 60.29 Diamond 0.003
DDH0856 60.29 63.34 Diamond 0.003
DDH0856 63.34 66.39 Diamond 0.003
DDH0856 66.39 69.07 Diamond 0.003
DDH0856 69.07 69.65 Diamond 0.003
DDH0856 69.65 72.48 Diamond 0.003
DDH0856 72.48 75.53 Diamond 0.003
DDH0856 75.53 78.58 Diamond 0.003
DDH0856 78.58 81.63 Diamond 0.003
DDH0856 81.63 84.67 Diamond 0.003
DDH0856 84.67 87.72 Diamond 0.003
DDH0856 87.72 90.77 Diamond 0.003
DDH0856 90.77 93.82 Diamond 0.003
DDH0856 93.82 96.87 Diamond 0.003
DDH0856 96.87 99.91 Diamond 0.003
DDH0856 99.91 102.96 Diamond 0.003
DDH0856 102.96 106.01 Diamond 0.003
DDH0856 106.01 109.06 Diamond 0.003
DDH0856 109.06 112.11 Diamond 0.003
DDH0856 112.11 115.15 Diamond 0.003
DDH0856 115.15 118.2 Diamond 0.003
DDH0856 118.2 121.25 Diamond 0.003
DDH0856 121.25 124.3 Diamond 0.003
DDH0856 124.3 127.35 Diamond 0.003
DDH0856 127.35 130.39 Diamond 0.003
DDH0856 130.39 133.44 Diamond 0.003
DDH0856 133.44 136.49 Diamond 0.003
DDH0856 136.49 139.54 Diamond 0.003
DDH0856 139.54 142.59 Diamond 0.078
DDH0856 142.59 145.63 Diamond 0.003
DDH0856 145.63 148.68 Diamond 0.003
DDH0856 148.68 152.19 Diamond 0.014
DDH0856 152.19 154.78 Diamond 0.024
DDH0856 154.78 157.83 Diamond 0.009
DDH0856 157.83 159.35 Diamond 0.086
DDH0856 159.35 160.69 Diamond 0.446
DDH0856 160.69 162.06 Diamond 0.131
DDH0856 162.06 163.92 Diamond 0.229
DDH0856 163.92 165.14 Diamond 0.234
DDH0856 165.14 166.97 Diamond 0.415
DDH0856 166.97 169.32 Diamond 0.438
DDH0856 169.32 170.69 Diamond 1.205
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0856 170.69 172.21 Diamond 0.096
DDH0856 172.21 174.16 Diamond 0.007
DDH0856 174.16 176.11 Diamond 0.046
DDH0856 176.11 179.16 Diamond 0.022
DDH0856 179.16 182.21 Diamond 0.019
DDH0856 182.21 185.26 Diamond 0.031
DDH0856 185.26 188.31 Diamond 0.026
DDH0856 188.31 191.35 Diamond 0.024
DDH0856 191.35 194.4 Diamond 0.028
DDH0856 194.4 195.56 Diamond 0.105
DDH0856 195.56 196.99 Diamond 0.079
DDH0856 196.99 198.33 Diamond 0.131
DDH0856 198.33 200.5 Diamond 0.042
DDH0856 200.5 203.55 Diamond 0.023
DDH0856 203.55 206.59 Diamond 0.007
DDH0856 206.59 209.64 Diamond 0.003
DDH0856 209.64 212.69 Diamond 0.003
DDH0856 212.69 215.74 Diamond 0.003
DDH0856 215.74 218.79 Diamond 0.003
DDH0856 218.79 221.83 Diamond 0.003
DDH0856 221.83 224.88 Diamond 0.003
DDH0856 224.88 227.93 Diamond 0.005
DDH0856 227.93 230.98 Diamond 0.007
DDH0856 230.98 234.03 Diamond 0.008
DDH0856 234.03 237.07 Diamond 0.011
DDH0856 237.07 240.12 Diamond 0.009
DDH0856 240.12 243.17 Diamond 0.01
DDH0856 243.17 246.22 Diamond 0.009
DDH0856 246.22 249.27 Diamond 0.009
DDH0856 249.27 252.31 Diamond 0.007
DDH0856 252.31 255.36 Diamond 0.012
DDH0856 255.36 258.41 Diamond 0.008
DDH0856 258.41 261.46 Diamond 0.011
DDH0856 261.46 264.51 Diamond 0.014
DDH0856 264.51 267.55 Diamond 0.022
DDH0856 267.55 270.6 Diamond 0.008
DDH0856 270.6 273.65 Diamond 0.003
DDH0856 273.65 276.7 Diamond 0.038
DDH0856 276.7 279.75 Diamond 0.013
DDH0856 279.75 282.79 Diamond 0.041
DDH0856 282.79 284.32 Diamond 0.025
DDH0856 284.32 285.84 Diamond 0.003
DDH0856 285.84 287.37 Diamond 0.003
DDH0856 287.37 288.89 Diamond 0.003
DDH0856 288.89 290.41 Diamond 0.003
DDH0856 290.41 291.94 Diamond 0.003
DDH0856 291.94 292.91 Diamond 0.003
DDH0856 292.91 294.99 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0856 294.99 296.51 Diamond 0.003
DDH0856 296.51 298.03 Diamond 0.003
DDH0856 298.03 299.56 Diamond 0.003
DDH0856 299.56 301.08 Diamond 0.003
DDH0856 301.08 302.61 Diamond 0.003
DDH0856 302.61 304.13 Diamond 0.005
DDH0856 304.13 305.68 Diamond 0.003
DDH0856 305.68 307.18 Diamond 0.003
DDH0856 307.18 308.76 Diamond 0.003
DDH0856 308.76 309.92 Diamond 0.03
DDH0856 309.92 311.29 Diamond 0.013
DDH0856 311.29 312.69 Diamond 0.006
DDH0856 312.69 313.15 Diamond 0.003
DDH0856 313.15 313.94 Diamond 0.022
DDH0856 313.94 314.89 Diamond 0.007
DDH0856 314.89 316.32 Diamond 0.005
DDH0856 316.32 316.99 Diamond 0.003
DDH0856 316.99 318.52 Diamond 0.03
DDH0856 318.52 320.04 Diamond 0.023
DDH0856 320.04 321.41 Diamond 0.064
DDH0856 321.41 322.78 Diamond 0.06
DDH0856 322.78 324.73 Diamond 0.009
DDH0856 324.73 327.66 Diamond 0.003
DDH0856 327.66 330.56 Diamond 0.003
DDH0856 330.56 331.56 Diamond 0.029
DDH0856 331.56 333.09 Diamond 0.008
DDH0856 333.09 334.61 Diamond 0.003
DDH0856 334.61 336.13 Diamond 0.003
DDH0856 336.13 337.66 Diamond 0.003
DDH0856 337.66 339.18 Diamond 0.003
DDH0856 339.18 340.71 Diamond 0.031
DDH0856 340.71 342.23 Diamond 0.118
DDH0856 342.23 343.75 Diamond 0.191
DDH0856 343.75 345.03 Diamond 0.477
DDH0856 345.03 346.19 Diamond 0.736
DDH0856 346.19 348.14 Diamond 0.562
DDH0856 348.14 349.85 Diamond 1.19
DDH0856 349.85 351.37 Diamond 0.415
DDH0856 351.37 352.9 Diamond 0.314
DDH0856 352.9 354.24 Diamond 0.211
DDH0856 354.24 355.64 Diamond 0.157
DDH0856 355.64 356.62 Diamond 0.315
DDH0856 356.62 358.69 Diamond 0.117
DDH0856 358.69 360.52 Diamond 0.116
DDH0856 360.52 362.56 Diamond 0.148
DDH0856 362.56 364.08 Diamond 0.157
DDH0856 364.08 364.66 Diamond 0.121
DDH0856 364.66 366.37 Diamond 0.147
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0856 366.37 368.14 Diamond 0.231
DDH0856 368.14 369.66 Diamond 0.09
DDH0856 369.66 371.19 Diamond 0.108
DDH0856 371.19 372.71 Diamond 2.55
DDH0856 372.71 374.51 Diamond 1.715
DDH0856 374.51 376.28 Diamond 0.329
DDH0856 376.28 377.49 Diamond 0.439
DDH0856 377.49 378.07 Diamond 6
DDH0856 378.07 379.17 Diamond 0.499
DDH0856 379.17 380.33 Diamond 0.806
DDH0856 380.33 381.61 Diamond 0.793
DDH0856 381.61 383.38 Diamond 3.7
DDH0856 383.38 384.6 Diamond 1.685
DDH0856 384.6 385.57 Diamond 0.57
DDH0856 385.57 387.22 Diamond 0.719
DDH0856 387.22 390.14 Diamond 0.084
DDH0856 390.14 392.52 Diamond 1.43
DDH0856 392.52 395.57 Diamond 0.027
DDH0856 395.57 398.83 Diamond 0.006
DDH0856 398.83 400.35 Diamond 0.531
DDH0856 400.35 402.21 Diamond 0.908
DDH0856 402.21 403.56 Diamond 1.43
DDH0856 403.56 405.84 Diamond 5.36
DDH0856 405.84 407 Diamond 1.12
DDH0856 407 408.31 Diamond 0.886
DDH0856 408.31 408.98 Diamond 0.05
DDH0856 408.98 410.35 Diamond 0.583
DDH0856 410.35 411.78 Diamond 0.892
DDH0856 411.78 413.31 Diamond 1.12
DDH0856 413.31 414.83 Diamond 0.599
DDH0856 414.83 415.5 Diamond 0.038
DDH0856 415.5 416.91 Diamond 1.355
DDH0856 416.91 418.43 Diamond 0.146
DDH0856 418.43 419.95 Diamond 0.091
DDH0856 419.95 421.48 Diamond 0.055
DDH0856 421.48 423 Diamond 0.047
DDH0856 423 424.53 Diamond 0.176
DDH0856 424.53 426.05 Diamond 0.037
DDH0856 426.05 427.18 Diamond 0.033
DDH0856 427.18 428.7 Diamond 0.134
DDH0856 428.7 430.23 Diamond 0.039
DDH0856 430.23 432.15 Diamond 0.089
DDH0856 432.15 433.67 Diamond 0.049
DDH0856 433.67 435.19 Diamond 0.357
DDH0856 435.19 436.78 Diamond 0.162
DDH0856 436.78 438.3 Diamond 0.05
DDH0856 438.3 439.83 Diamond 0.017
DDH0856 439.83 441.35 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0856 441.35 442.87 Diamond 0.006
DDH0856 442.87 444.4 Diamond 0.022
DDH0856 444.4 445.92 Diamond 0.071
DDH0856 445.92 447.45 Diamond 0.039
DDH0856 447.45 448.97 Diamond 0.042
DDH0856 448.97 450.49 Diamond 0.069
DDH0856 450.49 452.02 Diamond 0.211
DDH0856 452.02 453.48 Diamond 0.033
DDH0857 0 3.66 Diamond 0.003
DDH0857 3.66 6.71 Diamond 0.003
DDH0857 6.71 9.75 Diamond 0.003
DDH0857 9.75 12.8 Diamond 0.003
DDH0857 12.8 15.85 Diamond 0.003
DDH0857 15.85 18.9 Diamond 0.003
DDH0857 18.9 21.95 Diamond 0.003
DDH0857 21.95 24.99 Diamond 0.003
DDH0857 24.99 28.04 Diamond 0.003
DDH0857 28.04 31.09 Diamond 0.003
DDH0857 31.09 34.14 Diamond 0.003
DDH0857 34.14 37.19 Diamond 0.003
DDH0857 37.19 40.23 Diamond 0.003
DDH0857 40.23 43.28 Diamond 0.003
DDH0857 43.28 46.33 Diamond 0.003
DDH0857 46.33 48.16 Diamond 0.003
DDH0857 48.16 49.38 Diamond 0.003
DDH0857 49.38 51.66 Diamond 0.003
DDH0857 51.66 53.89 Diamond 0.003
DDH0857 53.89 56.94 Diamond 0.003
DDH0857 56.94 60.78 Diamond 0.003
DDH0857 60.78 63.03 Diamond 0.003
DDH0857 63.03 64.56 Diamond 0.155
DDH0857 64.56 66.08 Diamond 0.016
DDH0857 66.08 67.6 Diamond 0.003
DDH0857 67.6 69.13 Diamond 0.024
DDH0857 69.13 70.65 Diamond 0.003
DDH0857 70.65 72.18 Diamond 0.008
DDH0857 72.18 73.7 Diamond 0.003
DDH0857 73.7 75.22 Diamond 0.055
DDH0857 75.22 76.75 Diamond 0.799
DDH0857 76.75 78.27 Diamond 0.202
DDH0857 78.27 79.8 Diamond 0.003
DDH0857 79.8 81.32 Diamond 0.003
DDH0857 81.32 82.45 Diamond 0.02
DDH0857 82.45 84.37 Diamond 0.003
DDH0857 84.37 87.42 Diamond 0.067
DDH0857 87.42 90.13 Diamond 0.003
DDH0857 90.13 91.44 Diamond 0.089
DDH0857 91.44 93.42 Diamond 0.034
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0857 93.42 95.04 Diamond 0.082
DDH0857 95.04 96.93 Diamond 0.108
DDH0857 96.93 97.84 Diamond 0.289
DDH0857 97.84 100.04 Diamond 0.393
DDH0857 100.04 101.25 Diamond 0.906
DDH0857 101.25 102.41 Diamond 0.255
DDH0857 102.41 104.36 Diamond 0.043
DDH0857 104.36 106.68 Diamond 0.009
DDH0857 106.68 109.73 Diamond 0.003
DDH0857 109.73 112.78 Diamond 0.003
DDH0857 112.78 115.82 Diamond 0.003
DDH0857 115.82 118.87 Diamond 0.003
DDH0857 118.87 121.92 Diamond 0.003
DDH0857 121.92 124.97 Diamond 0.003
DDH0857 124.97 128.02 Diamond 0.003
DDH0857 128.02 131.06 Diamond 0.003
DDH0857 131.06 134.11 Diamond 0.003
DDH0857 134.11 137.16 Diamond 0.003
DDH0857 137.16 140.21 Diamond 0.003
DDH0857 140.21 143.26 Diamond 0.003
DDH0857 143.26 146.3 Diamond 0.003
DDH0857 146.3 149.35 Diamond 0.003
DDH0857 149.35 152.4 Diamond 0.003
DDH0857 152.4 155.45 Diamond 0.003
DDH0857 155.45 158.5 Diamond 0.003
DDH0857 158.5 161.54 Diamond 0.009
DDH0857 161.54 164.71 Diamond 0.01
DDH0857 164.71 166.88 Diamond 0.003
DDH0857 166.88 167.94 Diamond 0.003
DDH0857 167.94 170.08 Diamond 0.067
DDH0857 170.08 171.24 Diamond 0.096
DDH0857 171.24 172.33 Diamond 0.074
DDH0857 172.33 174.59 Diamond 0.139
DDH0857 174.59 175.81 Diamond 0.079
DDH0857 175.81 177.33 Diamond 0.081
DDH0857 177.33 178.86 Diamond 0.137
DDH0857 178.86 180.38 Diamond 0.097
DDH0857 180.38 181.9 Diamond 0.197
DDH0857 181.9 183.43 Diamond 0.063
DDH0857 183.43 184.95 Diamond 0.108
DDH0857 184.95 186.48 Diamond 0.134
DDH0857 186.48 188 Diamond 0.094
DDH0857 188 189.52 Diamond 0.138
DDH0857 189.52 191.05 Diamond 0.093
DDH0857 191.05 192.57 Diamond 0.265
DDH0857 192.57 194.1 Diamond 0.655
DDH0857 194.1 195.62 Diamond 0.741
DDH0857 195.62 197.14 Diamond 0.066
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0857 197.14 198.67 Diamond 1.305
DDH0857 198.67 200.19 Diamond 0.579
DDH0857 200.19 201.72 Diamond 0.176
DDH0857 201.72 203.24 Diamond 0.414
DDH0857 203.24 204.76 Diamond 0.914
DDH0857 204.76 206.29 Diamond 0.443
DDH0857 206.29 207.81 Diamond 0.213
DDH0857 207.81 209.34 Diamond 0.395
DDH0857 209.34 210.86 Diamond 0.305
DDH0857 210.86 212.38 Diamond 0.55
DDH0857 212.38 213.91 Diamond 0.15
DDH0857 213.91 215.43 Diamond 0.266
DDH0857 215.43 216.96 Diamond 0.443
DDH0857 216.96 218.48 Diamond 0.121
DDH0857 218.48 220 Diamond 1.69
DDH0857 220 221.53 Diamond 0.54
DDH0857 221.53 223.05 Diamond 0.269
DDH0857 223.05 224.58 Diamond 0.096
DDH0857 224.58 226.1 Diamond 0.13
DDH0857 226.1 227.62 Diamond 0.317
DDH0857 227.62 228.3 Diamond 0.116
DDH0857 228.3 230.67 Diamond 0.084
DDH0857 230.67 232.2 Diamond 0.077
DDH0857 232.2 233.72 Diamond 0.079
DDH0857 233.72 235.24 Diamond 0.119
DDH0857 235.24 236.77 Diamond 0.194
DDH0857 236.77 238.29 Diamond 0.657
DDH0857 238.29 239.27 Diamond 0.126
DDH0857 239.27 240.21 Diamond 1.45
DDH0857 240.21 241.34 Diamond 0.642
DDH0857 241.34 243.54 Diamond 0.306
DDH0857 243.54 244.48 Diamond 0.116
DDH0857 244.48 245.3 Diamond 0.018
DDH0857 245.3 247.44 Diamond 0.33
DDH0857 247.44 248.96 Diamond 0.542
DDH0857 248.96 250.24 Diamond 1.46
DDH0857 250.24 250.94 Diamond 0.45
DDH0857 250.94 251.43 Diamond 2.54
DDH0857 251.43 254.14 Diamond 0.079
DDH0857 254.14 255.27 Diamond 0.012
DDH0857 255.27 256.58 Diamond 0.057
DDH0857 256.58 257.59 Diamond 0.066
DDH0857 257.59 259.63 Diamond 0.44
DDH0857 259.63 261.15 Diamond 0.974
DDH0857 261.15 262.98 Diamond 0.699
DDH0857 262.98 264.2 Diamond 0.13
DDH0857 264.2 264.93 Diamond 0.152
DDH0857 264.93 266.12 Diamond 0.303
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0857 266.12 267.25 Diamond 11.85
DDH0857 267.25 268.5 Diamond 0.104
DDH0857 268.5 270.3 Diamond 0.522
DDH0857 270.3 271.82 Diamond 0.651
DDH0857 271.82 273.34 Diamond 0.392
DDH0857 273.34 274.62 Diamond 0.429
DDH0857 274.62 275.9 Diamond 0.393
DDH0857 275.9 278.16 Diamond 0.211
DDH0857 278.16 278.5 Diamond 0.331
DDH0857 278.5 279.81 Diamond 0.928
DDH0857 279.81 282.49 Diamond 0.058
DDH0857 282.49 284.01 Diamond 0.061
DDH0857 284.01 285.54 Diamond 0.049
DDH0857 285.54 287.06 Diamond 0.044
DDH0857 287.06 288.58 Diamond 0.033
DDH0857 288.58 290.11 Diamond 0.029
DDH0857 290.11 291.63 Diamond 0.028
DDH0857 291.63 293.16 Diamond 0.032
DDH0857 293.16 294.35 Diamond 0.042
DDH0857 294.35 296.2 Diamond 0.017
DDH0857 296.2 297.73 Diamond 0.045
DDH0857 297.73 299.25 Diamond 0.018
DDH0857 299.25 300.78 Diamond 0.003
DDH0857 300.78 302.3 Diamond 0.003
DDH0857 302.3 303.82 Diamond 0.003
DDH0857 303.82 305.35 Diamond 0.005
DDH0857 305.35 306.87 Diamond 0.006
DDH0857 306.87 309.16 Diamond 0.003
DDH0857 309.16 310.68 Diamond 0.008
DDH0857 310.68 312.21 Diamond 0.003
DDH0857 312.21 312.97 Diamond 0.003
DDH0857 312.97 314.49 Diamond 0.003
DDH0857 314.49 316.02 Diamond 0.007
DDH0857 316.02 317.54 Diamond 0.005
DDH0857 317.54 318.36 Diamond 0.003
DDH0857 318.36 319.06 Diamond 0.003
DDH0857 319.06 320.59 Diamond 0.003
DDH0857 320.59 322.11 Diamond 0.003
DDH0857 322.11 322.78 Diamond 0.026
DDH0857 322.78 325.16 Diamond 0.005
DDH0857 325.16 327.05 Diamond 0.005
DDH0857 327.05 328.21 Diamond 0.012
DDH0857 328.21 329.92 Diamond 0.015
DDH0857 329.92 331.26 Diamond 0.016
DDH0857 331.26 332.78 Diamond 0.003
DDH0857 332.78 334.3 Diamond 0.006
DDH0857 334.3 335.83 Diamond 0.008
DDH0857 335.83 337.35 Diamond 0.013
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0857 337.35 338.88 Diamond 0.006
DDH0857 338.88 340.71 Diamond 0.003
DDH0857 340.71 343.45 Diamond 0.003
DDH0857 343.45 346.5 Diamond 0.003
DDH0857 346.5 349.61 Diamond 0.01
DDH0857 349.61 351.07 Diamond 0.003
DDH0857 351.07 352.59 Diamond 0.003
DDH0857 352.59 354.12 Diamond 0.003
DDH0857 354.12 355.64 Diamond 0.003
DDH0857 355.64 357.16 Diamond 0.005
DDH0857 357.16 358.69 Diamond 0.005
DDH0857 358.69 360.21 Diamond 0.003
DDH0857 360.21 361.74 Diamond 0.006
DDH0857 361.74 363.26 Diamond 0.003
DDH0857 363.26 364.78 Diamond 0.425
DDH0857 364.78 366.31 Diamond 0.474
DDH0857 366.31 367.83 Diamond 0.165
DDH0857 367.83 369.36 Diamond 0.477
DDH0857 369.36 370.88 Diamond 0.24
DDH0857 370.88 372.4 Diamond 0.472
DDH0857 372.4 373.93 Diamond 0.249
DDH0857 373.93 375.45 Diamond 0.326
DDH0857 375.45 376.98 Diamond 1.18
DDH0857 376.98 378.5 Diamond 0.773
DDH0857 378.5 380.02 Diamond 0.699
DDH0858 0 1.89 Diamond 0.007
DDH0858 1.89 4.94 Diamond 0.003
DDH0858 4.94 7.99 Diamond 0.003
DDH0858 7.99 11.06 Diamond 0.003
DDH0858 11.06 12.56 NS -1
DDH0858 12.56 15.61 Diamond 0.003
DDH0858 15.61 18.65 Diamond 0.003
DDH0858 18.65 21.7 Diamond 0.003
DDH0858 21.7 24.75 Diamond 0.003
DDH0858 24.75 27.8 Diamond 0.003
DDH0858 27.8 30.85 Diamond 0.003
DDH0858 30.85 33.89 Diamond 0.003
DDH0858 33.89 36.94 Diamond 0.003
DDH0858 36.94 39.99 Diamond 0.003
DDH0858 39.99 43.04 Diamond 0.006
DDH0858 43.04 46.09 Diamond 0.003
DDH0858 46.09 49.13 Diamond 0.003
DDH0858 49.13 52.18 Diamond 0.003
DDH0858 52.18 55.23 Diamond 0.003
DDH0858 55.23 58.28 Diamond 0.003
DDH0858 58.28 61.33 Diamond 0.003
DDH0858 61.33 64.37 Diamond 0.003
DDH0858 64.37 67.42 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0858 67.42 68.95 Diamond 0.003
DDH0858 68.95 71.99 Diamond 0.003
DDH0858 71.99 75.04 Diamond 0.019
DDH0858 75.04 76.57 Diamond 0.003
DDH0858 76.57 78.79 Diamond 0.003
DDH0858 78.79 80.89 Diamond 0.003
DDH0858 80.89 83.7 Diamond 0.003
DDH0858 83.7 86.78 Diamond 0.003
DDH0858 86.78 89.31 Diamond 0.003
DDH0858 89.31 92.38 Diamond 0.003
DDH0858 92.38 94.61 Diamond 0.007
DDH0858 94.61 95.83 Diamond 0.003
DDH0858 95.83 97.05 Diamond 0.005
DDH0858 97.05 98.36 Diamond 0.003
DDH0858 98.36 99.97 Diamond 0.003
DDH0858 99.97 101.68 Diamond 0.003
DDH0858 101.68 103.21 Diamond 0.003
DDH0858 103.21 104.79 Diamond 0.003
DDH0858 104.79 106.38 Diamond 0.003
DDH0858 106.38 107.99 Diamond 0.006
DDH0858 107.99 108.69 Diamond 0.008
DDH0858 108.69 110.76 Diamond 0.003
DDH0858 110.76 112.56 Diamond 0.003
DDH0858 112.56 114.21 Diamond 0.003
DDH0858 114.21 116.71 Diamond 0.003
DDH0858 116.71 118.38 Diamond 0.005
DDH0858 118.38 119.79 Diamond 0.003
DDH0858 119.79 121.31 Diamond 0.003
DDH0858 121.31 122.68 Diamond 0.003
DDH0858 122.68 124.02 Diamond 0.003
DDH0858 124.02 125.15 Diamond 0.003
DDH0858 125.15 126.98 Diamond 0.003
DDH0858 126.98 128.5 Diamond 0.003
DDH0858 128.5 130.12 Diamond 0.003
DDH0858 130.12 131.64 Diamond 0.005
DDH0858 131.64 133.17 Diamond 0.003
DDH0858 133.17 134.11 Diamond 0.003
DDH0858 134.11 136.22 Diamond 0.276
DDH0858 136.22 137.74 Diamond 0.503
DDH0858 137.74 139.26 Diamond 0.395
DDH0858 139.26 140.79 Diamond 0.154
DDH0858 140.79 142.31 Diamond 0.24
DDH0858 142.31 143.53 Diamond 0.173
DDH0858 143.53 144.84 Diamond 0.284
DDH0858 144.84 146.76 Diamond 0.034
DDH0858 146.76 147.98 Diamond 0.003
DDH0858 147.98 149.81 Diamond 0.003
DDH0858 149.81 151.12 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0858 151.12 152.64 Diamond 0.003
DDH0858 152.64 154.05 Diamond 0.003
DDH0858 154.05 157.31 Diamond 0.008
DDH0858 157.31 160.39 Diamond 0.003
DDH0858 160.39 163.49 Diamond 0.003
DDH0858 163.49 166.6 Diamond 0.003
DDH0858 166.6 169.68 Diamond 0.003
DDH0858 169.68 172.79 Diamond 0.005
DDH0858 172.79 175.84 Diamond 0.003
DDH0858 175.84 178.89 Diamond 0.003
DDH0858 178.89 181.94 Diamond 0.003
DDH0858 181.94 184.98 Diamond 0.003
DDH0858 184.98 188.03 Diamond 0.007
DDH0858 188.03 190.5 Diamond 0.033
DDH0858 190.5 193.64 Diamond 0.013
DDH0858 193.64 196.78 Diamond 0.197
DDH0858 196.78 199.89 Diamond 0.003
DDH0858 199.89 202.97 Diamond 0.016
DDH0858 202.97 206.14 Diamond 0.003
DDH0858 206.14 209.25 Diamond 0.017
DDH0858 209.25 212.38 Diamond 0.007
DDH0858 212.38 215.46 Diamond 0.01
DDH0858 215.46 218.51 Diamond 0.003
DDH0858 218.51 221.56 Diamond 0.003
DDH0858 221.56 224.61 Diamond 0.003
DDH0858 224.61 227.66 Diamond 0.003
DDH0858 227.66 230.7 Diamond 0.003
DDH0858 230.7 233.75 Diamond 0.007
DDH0858 233.75 236.8 Diamond 0.003
DDH0858 236.8 239.85 Diamond 0.003
DDH0858 239.85 242.9 Diamond 0.003
DDH0858 242.9 245.94 Diamond 0.003
DDH0858 245.94 248.99 Diamond 0.003
DDH0858 248.99 252.04 Diamond 0.005
DDH0859 0 2.13 NS -1
DDH0859 2.13 8.23 Diamond 0.003
DDH0859 8.23 11.28 NS -1
DDH0859 11.28 12.8 Diamond 0.003
DDH0859 12.8 14.33 NS -1
DDH0859 14.33 14.51 Diamond 0.003
DDH0859 14.51 17.37 Diamond 0.003
DDH0859 17.37 20.42 Diamond 0.003
DDH0859 20.42 23.47 Diamond 0.003
DDH0859 23.47 26.52 Diamond 0.003
DDH0859 26.52 27.43 Diamond 0.003
DDH0859 27.43 29.57 Diamond 0.003
DDH0859 29.57 32.61 Diamond 0.003
DDH0859 32.61 35.66 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0859 35.66 36.52 Diamond 0.003
DDH0859 36.52 37.19 Diamond 0.003
DDH0859 37.19 39.81 Diamond 0.003
DDH0859 39.81 41.88 Diamond 0.003
DDH0859 41.88 44.81 Diamond 0.003
DDH0859 44.81 45.72 Diamond 0.003
DDH0859 45.72 46.91 Diamond 0.003
DDH0859 46.91 48.43 Diamond 0.003
DDH0859 48.43 51.15 Diamond 0.003
DDH0859 51.15 54.19 Diamond 0.003
DDH0859 54.19 57.24 Diamond 0.003
DDH0859 57.24 58.13 Diamond 0.003
DDH0859 58.13 60.29 Diamond 0.003
DDH0859 60.29 62.12 Diamond 0.003
DDH0859 62.12 63.64 Diamond 0.003
DDH0859 63.64 64.47 Diamond 0.003
DDH0859 64.47 66.17 Diamond 0.003
DDH0859 66.17 68.76 Diamond 0.003
DDH0859 68.76 70.2 Diamond 0.003
DDH0859 70.2 71.41 Diamond 0.003
DDH0859 71.41 73.3 Diamond 0.003
DDH0859 73.3 75.53 Diamond 0.15
DDH0859 75.53 78.58 Diamond 0.003
DDH0859 78.58 81.63 Diamond 0.003
DDH0859 81.63 82.81 Diamond 0.003
DDH0859 82.81 85.16 Diamond 0.003
DDH0859 85.16 87.72 Diamond 0.003
DDH0859 87.72 89.61 Diamond 0.003
DDH0859 89.61 91.68 Diamond 0.003
DDH0859 91.68 93.27 Diamond 0.005
DDH0859 93.27 95.71 Diamond 0.003
DDH0859 95.71 96.87 Diamond 0.003
DDH0859 96.87 97.63 Diamond 0.013
DDH0859 97.63 98.66 Diamond 0.003
DDH0859 98.66 99.3 Diamond 0.003
DDH0859 99.3 101.29 Diamond 0.003
